tx	gene_id	Ribo_NitrogenMinus_rep1	Ribo_NitrogenMinus_rep2	Ribo_NitrogenPlus_rep1	Ribo_NitrogenPlus_rep2	RNA_NitrogenMinus_rep1	RNA_NitrogenMinus_rep2	RNA_NitrogenPlus_rep1	RNA_NitrogenPlus_rep2
unassigned_transcript_1011	MM_RS04965	711.949	2515.999	310	336	310	395	303	663
unassigned_transcript_1012	MM_RS04975	40	69	53	11	38	69	13	31
unassigned_transcript_1013	MM_RS04980	39.936	106.311	46	25	103	115	23	72
unassigned_transcript_1014	MM_RS04990	8462.996	21701.231	66.765	204	2864	4909.023	21	79
unassigned_transcript_1015	MM_RS04995	1512	4282.162	61	69	486	925	4	5
unassigned_transcript_1016	MM_RS05000	3716	5004	74	66	793	1297	12	18
unassigned_transcript_1017	MM_RS05005	160	315	78	27	38	27	23	51
unassigned_transcript_1018	MM_RS05010	254	299	241.797	107	25	47	35	42
unassigned_transcript_1019	MM_RS05015	329	646	884	1223	20	30	50	43
unassigned_transcript_1020	MM_RS05020	203	381	116	31	25	53	13	17
unassigned_transcript_1021	MM_RS05025	19535.327	40564.003	3178	1556	1496	4215	270.892	153
unassigned_transcript_1022	MM_RS05030	82.656	215.005	47.297	29	43	87	39	43.001
unassigned_transcript_1023	MM_RS05035	464	644	2958	1856	234	326	562	466
unassigned_transcript_1024	MM_RS05040	546.017	872	4120	2971	87	225	341	494
unassigned_transcript_1025	MM_RS05045	309	355	2801	1998	50	99	118	199
unassigned_transcript_1026	MM_RS05050	410.393	739.922	2993	1950.387	43	85	254	187.021
unassigned_transcript_1027	MM_RS05055	206.315	290	251	82	90	109	112	111
unassigned_transcript_1028	MM_RS05060	317.001	496.914	209	170	89	137.102	78	84
unassigned_transcript_1029	MM_RS18310	23	113.001	30	8	5	15	2	18
unassigned_transcript_1030	MM_RS17740	69	89.001	77	45	20	46	21	21
unassigned_transcript_1031	MM_RS05070	32.801	85.998	53	25	9	18	7	16
unassigned_transcript_1032	MM_RS05075	391	624	337	275	81	230	61	97
unassigned_transcript_1033	MM_RS05080	256	655.367	312	138	19	104	40	85
unassigned_transcript_1034	MM_RS05085	34.012	50.038	62	19	6	24	38	24
unassigned_transcript_1035	MM_RS05090	496	939	1076	799	68	182	102	231
unassigned_transcript_1036	MM_RS05100	110.328	228.31	303	313	64	77	172	201
unassigned_transcript_1037	MM_RS05105	413	555.712	1137	746	51	69	119	136
unassigned_transcript_1038	MM_RS05110	35	93.001	187	81	14	29	22	18
unassigned_transcript_1039	MM_RS05115	0	38.046	0	0	0	3.707	0	0
unassigned_transcript_1040	MM_RS05120	265	923	207	89	84.968	141	125	91
unassigned_transcript_1041	MM_RS05125	457.015	789.978	751	684	152	239	253	279
unassigned_transcript_1042	MM_RS05130	277	559	525	505	196	446	301	1022
unassigned_transcript_1043	MM_RS05135	191	310	260	227	144	175	133	212
unassigned_transcript_1044	MM_RS05140	442	848	559	1037	74	115	81	115
unassigned_transcript_1045	MM_RS05145	47	133	99	216	12	18	31	45
unassigned_transcript_1046	MM_RS05150	169	758	318.575	194	80	238	61	157
unassigned_transcript_1047	MM_RS05155	1114.425	2650	1137	1016	449	654	212	308
unassigned_transcript_1048	MM_RS05160	667	980	1204	737	239	403	196	272
unassigned_transcript_1049	MM_RS05165	223	262	508	369	202	206	151	229
unassigned_transcript_1050	MM_RS05170	14	19.785	9	5	0	0	2	7
unassigned_transcript_1051	MM_RS05175	358.066	518.031	803.088	2048	63	99	197	223
unassigned_transcript_1052	MM_RS05180	383	470	963	1435	98	110	242	173
unassigned_transcript_1053	MM_RS05185	85	131	164	160	37	88	157	131
unassigned_transcript_1054	MM_RS05190	129	203	294	514	192	309	262	433
unassigned_transcript_1055	MM_RS05195	740	1054.005	946	1506	46	113	104	154
unassigned_transcript_1056	MM_RS05200	440	560	782	999	12	34	62	50
unassigned_transcript_1057	MM_RS05205	195	307	192	298	23	79	126	112
unassigned_transcript_1058	MM_RS05210	145.03	198.144	524	138	42	53	131	82
unassigned_transcript_1059	MM_RS05215	290	450.324	2133	1397	44	71	132	128
unassigned_transcript_1060	MM_RS05220	59	113.748	118	89	12	16	2	14
unassigned_transcript_1061	MM_RS05225	377	869	996	364	40	175	69	159
unassigned_transcript_1062	MM_RS05230	3779.999	5214	2494	1931	1056	2456	557	1271
unassigned_transcript_1063	MM_RS05235	145.927	319.972	249	140	193	127	229	138
unassigned_transcript_1064	MM_RS05240	19	36.242	27	10	2	10	8	21
unassigned_transcript_1065	MM_RS05245	2831.306	6444.875	5056	5934.837	242	693.156	654	516
unassigned_transcript_1066	MM_RS05250	220	647	786	628	53	155	289	398
unassigned_transcript_1067	MM_RS05255	584.189	1211.55	1745	918	294	574	1128	1156
unassigned_transcript_1068	MM_RS05260	1481	9853	11568.008	17091.986	299	953	1711	2037
unassigned_transcript_1069	MM_RS05265	895.999	2261	8371.996	3551	400	1251	2337	2939
unassigned_transcript_1070	MM_RS05270	1036.428	1783.814	9476.189	5037.812	238	569	1682.436	1908.993
unassigned_transcript_1071	MM_RS05275	632.746	1373.615	13798.044	11486.188	240	352	9184.902	3194.007
unassigned_transcript_1072	MM_RS05280	259	323.73	473.774	268	43	59	44	89
unassigned_transcript_1073	MM_RS05285	21	29	27	9	1	3	8	0
unassigned_transcript_1074	MM_RS05290	208	412	126	275	63	123	40	52
unassigned_transcript_1075	MM_RS05295	79	126.275	33	20	5	10	18	1
unassigned_transcript_1076	MM_RS05300	55.602	113.489	82	38	15	38	19	34
unassigned_transcript_1077	MM_RS05305	8	24	10	2	3	1	5	11
unassigned_transcript_1078	MM_RS05310	103	172	88	46	13	29	16	8
unassigned_transcript_1079	MM_RS19100	136.524	341.867	180	48	6	33	6	3
unassigned_transcript_1080	MM_RS19105	27	47	32	5	25	51	18	4
unassigned_transcript_1081	MM_RS05325	118.882	276.508	157	27	11	41	23	12
unassigned_transcript_1082	MM_RS05330	7142	13655.003	4895	2242	772	3342	138	223.868
unassigned_transcript_1083	MM_RS05335	387	597.716	990	556	232	348	472	762
unassigned_transcript_1084	MM_RS05340	1156.899	1465.429	1174.977	523	270.45	483.038	372	661.565
unassigned_transcript_1085	MM_RS05345	1642.101	2567.571	1796.023	841	334.55	569.962	312	508.435
unassigned_transcript_1086	MM_RS05350	109.001	196	569	523	66	84	337.623	489
unassigned_transcript_1087	MM_RS05355	287	401	852	791	85	133	295	401
unassigned_transcript_1088	MM_RS05360	2443.8	3233.566	4757.987	3635	730	1569	1187	2316
unassigned_transcript_1089	MM_RS05365	2735.971	5441.94	1677	1511	481	1253	339	742
unassigned_transcript_1090	MM_RS05370	489	1065	293	312	85	209	103	215
unassigned_transcript_1091	MM_RS05375	206.149	466.973	2968	576	59	89	692	286
unassigned_transcript_1092	MM_RS05380	46.937	168	887	130	25	59	91	110
unassigned_transcript_1093	MM_RS05385	255.927	566	584	263	15	67	49	52
unassigned_transcript_1094	MM_RS05390	370.067	2714.181	1184.004	1853.77	514.999	1032.58	416	1130.627
unassigned_transcript_1095	MM_RS05395	244	755.531	770	570	41	124	137	224
unassigned_transcript_1096	MM_RS05400	77	101.821	409	179	59	75	182	280
unassigned_transcript_1097	MM_RS05405	75.332	130.276	347	121	15	46	107	129
unassigned_transcript_1098	MM_RS05410	166.68	497.44	455.257	175.027	28.008	47	115.947	122
unassigned_transcript_1099	MM_RS05415	524.003	1172	76	92	100	219	79	44
unassigned_transcript_1100	MM_RS05420	618.667	1329.159	275	203	158	324	145	105
unassigned_transcript_1101	MM_RS19530	474	1037.263	297	320	80	216	78	91
unassigned_transcript_1102	MM_RS17755	127.203	245.133	166.159	128.474	16.704	66.203	0	20.036
unassigned_transcript_1103	MM_RS05440	1902.837	9094.855	5873.443	7239.308	1004.045	1576	1653	1507.583
unassigned_transcript_1104	MM_RS05445	854	1598.988	4249	2970	150	245	653	275
unassigned_transcript_1105	MM_RS19570	4	2	2	0	0	0	2	0
unassigned_transcript_1106	MM_RS05450	476.109	885.806	596	393	100	188	83	79
unassigned_transcript_1107	MM_RS05455	425.562	1095.005	3027	1305.996	54	109	289	347
unassigned_transcript_1108	MM_RS05460	2205.441	5511.34	2283	6087	470	1168	309	684
unassigned_transcript_1109	MM_RS05465	215	712	1094	346	63	142	174	250
unassigned_transcript_1110	MM_RS05470	85.238	128	31	9	9	35	4	22
unassigned_transcript_1111	MM_RS05475	1611.231	4074.137	2333.534	4771.122	91.016	195.326	105	185.139
unassigned_transcript_1112	MM_RS05480	89	171.514	83	26	3	16	4	2
unassigned_transcript_1113	MM_RS05490	139	365	612	260	115	311	192	201
unassigned_transcript_1114	MM_RS05495	302.067	564.001	297	119	118.013	188.995	132	138
unassigned_transcript_1115	MM_RS05500	37	36.006	70	100	7	20.725	50	48
unassigned_transcript_1116	MM_RS05505	62.957	148.98	158	108	14	26.987	37	33
unassigned_transcript_1117	MM_RS05510	147	221.067	209	221	21	73	84	98
unassigned_transcript_1118	MM_RS05515	49.286	123.013	51.994	23	14	56	37	53
unassigned_transcript_1119	MM_RS05520	152	322.803	187	58	30	30	59	45
unassigned_transcript_1120	MM_RS05525	409	802.001	836.986	587	149	424	187.829	306
unassigned_transcript_1121	MM_RS05530	100	141.998	259	314	27	94	42	124
unassigned_transcript_1122	MM_RS05535	104	135.527	161	261.731	14	34.005	12	52
unassigned_transcript_1123	MM_RS05540	299	373.373	597	793	63	128	212	319
unassigned_transcript_1124	MM_RS05545	143	206.113	610	600	66	154	186	270.131
unassigned_transcript_1125	MM_RS05550	35	70.993	135	112	34	59	43	127
unassigned_transcript_1126	MM_RS05555	28	70	40.003	5	1	5	6	1
unassigned_transcript_1127	MM_RS05560	200	553	234	77	120	238	146	143
unassigned_transcript_1128	MM_RS05565	269.034	669	927	636	53	138	93	209
unassigned_transcript_1129	MM_RS05570	97.959	157.913	120	42	61	120	84	111
unassigned_transcript_1130	MM_RS05575	2254.79	3829.008	20019	39658	131	307.832	594	1105
unassigned_transcript_1131	MM_RS05580	414.941	653.66	3331.285	5156.918	60	89	380	711.997
unassigned_transcript_1132	MM_RS05585	803.247	2772.939	2179	1420	89	279	142	171
unassigned_transcript_1133	MM_RS05590	4	23	27	9	9	17	40	42
unassigned_transcript_1134	MM_RS05595	3265.919	5301.995	3223.346	5093.813	2509.981	6384.91	3925.256	7263.984
unassigned_transcript_1135	MM_RS05600	7268.055	8812.188	6466.872	17703.993	1720.55	5344.698	3369.674	5450.812
unassigned_transcript_1136	MM_RS05605	984	1097	683.934	1917	516	947	878	2240
unassigned_transcript_1137	MM_RS05610	152.942	219.882	230.171	205	59	83	229	236
unassigned_transcript_1138	MM_RS05615	929.735	1806.45	1721	2102.798	192.019	335.077	211.409	407.435
unassigned_transcript_1139	MM_RS05620	856.231	1406.84	1582.7	1225.023	212.981	403.923	291.591	628.565
unassigned_transcript_1140	MM_RS05625	202	336.097	542	302	40	86	148	235
unassigned_transcript_1141	MM_RS05630	405.981	976.949	1611	484	50	165	176	573
unassigned_transcript_1142	MM_RS05635	319	902.439	287	308	189	294	164	269
unassigned_transcript_1143	MM_RS05640	923	4120	2817	5471	680	1014	713	1142
unassigned_transcript_1144	MM_RS05645	1682.965	2658	1078	1037	313	428	191	212
unassigned_transcript_1145	MM_RS05650	378	692	300	169	171	272	92	140
unassigned_transcript_1146	MM_RS05655	309.533	596.114	297	130	140	271.783	63	155
unassigned_transcript_1147	MM_RS05660	644.429	1373.437	1064	885	187	418	338	283
unassigned_transcript_1148	MM_RS05665	1680	3112.146	1364.999	653	145.999	449	121	165
unassigned_transcript_1149	MM_RS05670	321.967	554.926	552	408	31	117	118	111
unassigned_transcript_1150	MM_RS05675	760	1501.48	1315	1705	164	300	163	307
unassigned_transcript_1151	MM_RS19415	49	134	133	73	20	29	29	38
unassigned_transcript_1152	MM_RS05690	36	130.665	94	26	13	53	27	41
unassigned_transcript_1153	MM_RS05695	4	12	10	5	0	8	4	5
unassigned_transcript_1154	MM_RS05700	10	17.306	19	4	3	7	2	15
unassigned_transcript_1155	MM_RS17470	114.001	276.223	287.448	57	22	39	30.977	41
unassigned_transcript_1156	MM_RS18320	43.071	60.979	36	15	403	263	62	214
unassigned_transcript_1157	MM_RS05710	124	504	74	27	19	51	11	11
unassigned_transcript_1158	MM_RS05715	187	415	202	107	40	48	37	30
unassigned_transcript_1159	MM_RS05720	5206.389	6548.995	29408.135	21991.817	320	688.98	916	722
unassigned_transcript_1160	MM_RS05725	278	415	392	403	117	214	160	212
unassigned_transcript_1161	MM_RS05730	745	1467	1140	674	225	408	300	423
unassigned_transcript_1162	MM_RS05735	189.178	642.218	756.111	724	18.446	52	28	56
unassigned_transcript_1163	MM_RS05740	174.06	374.314	930	394	48	128	144	241
unassigned_transcript_1164	MM_RS05745	327	396	432	222	131	268	211	288
unassigned_transcript_1165	MM_RS05750	304	656.006	826.954	559	216	356	160	336
unassigned_transcript_1166	MM_RS05755	241.068	450.428	769	240	97	166	154	224
unassigned_transcript_1167	MM_RS05760	162.026	394	5353	3148.021	61	104	594	917
unassigned_transcript_1168	MM_RS05765	256	569	2360	516	61	146	863	1011
unassigned_transcript_1169	MM_RS05770	2520	5314.001	5243.953	10620	530	1330	526	1065
unassigned_transcript_1170	MM_RS05775	1004	817	744	142	344	280	276	288
unassigned_transcript_1171	MM_RS05780	134	206	77	136	23	60	2	28
unassigned_transcript_1172	MM_RS05785	127	311.021	342.99	127	40	73	52	77
unassigned_transcript_1173	MM_RS05790	513	873.303	1632	828	82	136	201	257
unassigned_transcript_1174	MM_RS05795	81	157	152	153	45	53	77	163
unassigned_transcript_1175	MM_RS05800	982	1742.641	1363	796	115	231	154	179
unassigned_transcript_1176	MM_RS05805	187.997	552	389	170	104	207	176	187
unassigned_transcript_1177	MM_RS05810	524.131	1208	1393	625	126	261	219	367
unassigned_transcript_1178	MM_RS05815	76	97	56	46	15	34	43	49
unassigned_transcript_1179	MM_RS19120	7	9	8	6	13	3	1	24
unassigned_transcript_1180	MM_RS19125	10	23	17	3	12	11	24	55
unassigned_transcript_1181	MM_RS05820	104.562	139.204	385.444	109.911	42.422	72	77	94.025
unassigned_transcript_1182	MM_RS05825	403.611	450.669	261.597	117.211	64	89.542	59.158	95.19
unassigned_transcript_1183	MM_RS05830	1060.722	1618.529	1034.938	583.789	402	947	543.972	987.96
unassigned_transcript_1184	MM_RS05835	24623	32543.995	3463	6547	143178	151341.042	4518	139782
unassigned_transcript_1185	MM_RS18790	25	60.014	41	15	8	13	38	33
unassigned_transcript_1186	MM_RS05840	438	760.006	813	275	193	355	271	467
unassigned_transcript_1187	MM_RS18330	4	18	6	1	0	0	0	4
unassigned_transcript_1188	MM_RS05845	101	196.384	283	155	103	106	75	211
unassigned_transcript_1189	MM_RS05850	162	358.69	1058	229	31	66	38	64
unassigned_transcript_1190	MM_RS05855	318	891	1303	320	87	173	138	154
unassigned_transcript_1191	MM_RS05860	68	127	103	56	34	53	63	67
unassigned_transcript_1192	MM_RS05865	18	39	119	39	5	23	42	23
unassigned_transcript_1193	MM_RS05870	20.033	63.009	98	29	12	25	43	33
unassigned_transcript_1194	MM_RS05875	87	212.013	253	89	37	81	72	131
unassigned_transcript_1195	MM_RS05885	55	164	69	21	13	37	37	24
unassigned_transcript_1196	MM_RS05890	266.931	681.331	2413	1357	28	77	92	157
unassigned_transcript_1197	MM_RS05895	437	745	532	341	114	188	92	89
unassigned_transcript_1198	MM_RS05900	236.884	786.048	790.002	339	31	107.013	93	120
unassigned_transcript_1199	MM_RS05905	109	135.986	427	128	24	40	93	127
unassigned_transcript_1200	MM_RS05910	68.856	108.833	112.952	34.886	38.9	93.944	39.853	67.264
unassigned_transcript_1201	MM_RS05915	246	593	800	273	213	433	71	174
unassigned_transcript_1202	MM_RS05920	110.15	544.054	821.851	195	29	118	97	157
unassigned_transcript_1203	MM_RS05925	1095	1376	1918.006	812	299	637	340	650
unassigned_transcript_1204	MM_RS05930	1108.443	974.489	733.312	590.3	153.03	318.098	146.445	155.082
unassigned_transcript_1205	MM_RS05935	395	848	1509	382	111	181	324	268
unassigned_transcript_1206	MM_RS05940	186	204.03	1687	471	48	46	205	239
unassigned_transcript_1207	MM_RS05945	74	159.742	1369	639	20	36	196	185
unassigned_transcript_1208	MM_RS05950	293.397	440.074	636.717	127.288	46.1	98.4	55.147	71.775
unassigned_transcript_1209	MM_RS19420	5	16	4	16	4	15	9	32
unassigned_transcript_1210	MM_RS05955	274.843	346.207	720.844	524.786	39	75.457	312.595	402.55
unassigned_transcript_1211	MM_RS05960	395	364	2113	753	113	87	294	418
unassigned_transcript_1212	MM_RS05965	1947.829	2448.511	2358.688	1674.7	335.97	821.902	511.555	335.918
unassigned_transcript_1213	MM_RS05970	197.007	504.006	1176	429	84	172	294	393
unassigned_transcript_1214	MM_RS05975	85	238	823	341	62	120	405	372
unassigned_transcript_1215	MM_RS17760	308	512	871	155	89	201	98	229
unassigned_transcript_1216	MM_RS05980	330	649.001	810	618	90	410	164	533
unassigned_transcript_1217	MM_RS05985	475.733	1123.424	2329	1133	90	230	123	412.986
unassigned_transcript_1218	MM_RS05990	451	724.938	1906	1987	147	264	232	661
unassigned_transcript_1219	MM_RS05995	778.759	1523	3407	3843	169	362	254	772.992
unassigned_transcript_1220	MM_RS06000	223	296	1413	631	58	120	152	264
unassigned_transcript_1221	MM_RS06005	785	1095.998	1236	430	313	554	266	329
unassigned_transcript_1222	MM_RS06010	213	484	273.998	191	63	177	83	82
unassigned_transcript_1223	MM_RS06015	1177	2199.408	1535	1111	244	391	243	316
unassigned_transcript_1224	MM_RS06020	1705	3230	680	279	485	1091	157	201
unassigned_transcript_1225	MM_RS06025	93	330	99	20	15	15	25	16
unassigned_transcript_1226	MM_RS06030	127	212	153	73	21	26	31	21
unassigned_transcript_1227	MM_RS06035	836	1868.66	1257	769	176	394	271	384
unassigned_transcript_1228	MM_RS18335	2	5	3	0	2	2	1	5
unassigned_transcript_1229	MM_RS06040	88	243	38	31	36	166	31	137
unassigned_transcript_1230	MM_RS06045	99	194.153	58	30	27	34	21	22
unassigned_transcript_1231	MM_RS06050	38	78.199	139.459	202	23	36	165	118
unassigned_transcript_1232	MM_RS06055	315	497.977	716	330	88	174	220	225
unassigned_transcript_1233	MM_RS06060	165.26	435	598	394	44	86.022	177	187
unassigned_transcript_1234	MM_RS06065	97	129	379	377	24	75	37	167
unassigned_transcript_1235	MM_RS06070	108.854	186	289.896	398.953	20	46	14	100
unassigned_transcript_1236	MM_RS06075	431.068	522	432	251	75	183	147	343
unassigned_transcript_1237	MM_RS06080	61	86	170	64	3	13	35	34
unassigned_transcript_1238	MM_RS06085	343	729.002	490	378	27	65	16	19
unassigned_transcript_1239	MM_RS17475	137	332.287	284	67	169	244	52	338
unassigned_transcript_1240	MM_RS06095	88	68	373	127	44	41	133	79
unassigned_transcript_1241	MM_RS06100	35	71.215	300	139	29	36	118	204
unassigned_transcript_1242	MM_RS06105	38	42.098	593.374	112	114	168	198	466
unassigned_transcript_1243	MM_RS18340	81.038	81.384	721	296	19	38	179	201
unassigned_transcript_1244	MM_RS06115	76	148.479	596	187	14	39	77	145
unassigned_transcript_1245	MM_RS06120	419.872	920.826	1783.656	1677.746	105.886	209.168	440	570
unassigned_transcript_1246	MM_RS06125	48	50	317.995	174	23	19	142	178
unassigned_transcript_1247	MM_RS06130	72	145.747	433	338	16	15	118	126
unassigned_transcript_1248	MM_RS06135	623	1347.801	1177	1090	58	116	119	137
unassigned_transcript_1249	MM_RS06140	209	378	331.019	282	62	146	135	141
unassigned_transcript_1250	MM_RS06145	438.993	726	630	321	134	260	107	180
unassigned_transcript_1251	MM_RS19130	263	443	449.001	274	155	241	173	245
unassigned_transcript_1252	MM_RS17770	1645	2551	992	478	105	270	166	149
unassigned_transcript_1253	MM_RS18350	3	17	6	0	1	0	1	0
unassigned_transcript_1254	MM_RS18795	3	22	8	1	2	3	7	3
unassigned_transcript_1255	MM_RS06155	588	574	1237	238	42	119	61	131
unassigned_transcript_1256	MM_RS06160	363	525.597	182	160	66	109	23	60
unassigned_transcript_1257	MM_RS06165	508.057	858.932	509.146	418	161	216	112	203
unassigned_transcript_1258	MM_RS06170	14	39	45	13	5	12	2	9
unassigned_transcript_1259	MM_RS06175	3.261	117.195	0	0	0	0	18.949	0
unassigned_transcript_1260	MM_RS06180	237	510	1094	295	33	95	59	28
unassigned_transcript_1261	MM_RS06185	50.764	89.38	91	51	10	39	11	48
unassigned_transcript_1262	MM_RS06190	49.976	40	55	39	6	14	5	21
unassigned_transcript_1263	MM_RS06195	38.084	80.45	51	20.018	60	44	24	63
unassigned_transcript_1264	MM_RS06200	115	275	249	47	60	75	41	82
unassigned_transcript_1265	MM_RS06205	40.053	0	238.739	0	0	37.595	0	0
unassigned_transcript_1266	MM_RS06210	47	80	153	31	29	35	54	67
unassigned_transcript_1267	MM_RS06215	552	1669	5359	4962	29	75	199	174
unassigned_transcript_1268	MM_RS06220	843	2184	4911	2378	317	520	1330	1234
unassigned_transcript_1269	MM_RS06225	673	933	3910	1850	234	293	1029.987	843
unassigned_transcript_1270	MM_RS06230	15	24	19	4	5	6	12	4
unassigned_transcript_1271	MM_RS06235	67.698	102	132	30	48	85.119	12	41
unassigned_transcript_1272	MM_RS06240	69	113	160	17	38	65	46	40
