ORF_ID	ORF_type	transcript_id	transcript_type	gene_id	gene_name	gene_type	chrom	strand	start_codon	coordinate
unassigned_transcript_1173_1305067_1305336_270	annotated	unassigned_transcript_1173	assumed_protein_coding	MM_RS05790	MM_RS05790	assumed_protein_coding	NC_003901.1	-	ATG	1305067-1305336
unassigned_transcript_1174_1305504_1306223_720	annotated	unassigned_transcript_1174	assumed_protein_coding	MM_RS05795	MM_RS05795	assumed_protein_coding	NC_003901.1	-	ATG	1305504-1306223
unassigned_transcript_1175_1306336_1307037_702	annotated	unassigned_transcript_1175	assumed_protein_coding	MM_RS05800	MM_RS05800	assumed_protein_coding	NC_003901.1	+	ATG	1306336-1307037
unassigned_transcript_1176_1307149_1307685_537	annotated	unassigned_transcript_1176	assumed_protein_coding	MM_RS05805	MM_RS05805	assumed_protein_coding	NC_003901.1	+	ATG	1307149-1307685
unassigned_transcript_1178_1310725_1311627_903	annotated	unassigned_transcript_1178	assumed_protein_coding	MM_RS05815	MM_RS05815	assumed_protein_coding	NC_003901.1	-	ATG	1310725-1311627
unassigned_transcript_1179_1311673_1311816_144	annotated	unassigned_transcript_1179	assumed_protein_coding	MM_RS19120	MM_RS19120	assumed_protein_coding	NC_003901.1	+	ATG	1311673-1311816
unassigned_transcript_1181_1313609_1315486_1878	annotated	unassigned_transcript_1181	assumed_protein_coding	MM_RS05820	MM_RS05820	assumed_protein_coding	NC_003901.1	+	ATG	1313609-1315486
unassigned_transcript_1182_1316062_1317669_1608	annotated	unassigned_transcript_1182	assumed_protein_coding	MM_RS05825	MM_RS05825	assumed_protein_coding	NC_003901.1	+	ATG	1316062-1317669
unassigned_transcript_1183_1318036_1320129_2094	annotated	unassigned_transcript_1183	assumed_protein_coding	MM_RS05830	MM_RS05830	assumed_protein_coding	NC_003901.1	+	ATG	1318036-1320129
unassigned_transcript_1185_1322687_1322842_156	annotated	unassigned_transcript_1185	assumed_protein_coding	MM_RS18790	MM_RS18790	assumed_protein_coding	NC_003901.1	+	ATG	1322687-1322842
unassigned_transcript_1188_1324836_1326767_1932	annotated	unassigned_transcript_1188	assumed_protein_coding	MM_RS05845	MM_RS05845	assumed_protein_coding	NC_003901.1	+	ATG	1324836-1326767
unassigned_transcript_1189_1326888_1328342_1455	annotated	unassigned_transcript_1189	assumed_protein_coding	MM_RS05850	MM_RS05850	assumed_protein_coding	NC_003901.1	+	ATG	1326888-1328342
unassigned_transcript_1190_1328505_1329509_1005	annotated	unassigned_transcript_1190	assumed_protein_coding	MM_RS05855	MM_RS05855	assumed_protein_coding	NC_003901.1	-	ATG	1328505-1329509
unassigned_transcript_1191_1329588_1330799_1212	annotated	unassigned_transcript_1191	assumed_protein_coding	MM_RS05860	MM_RS05860	assumed_protein_coding	NC_003901.1	-	ATG	1329588-1330799
unassigned_transcript_1192_1330847_1331770_924	annotated	unassigned_transcript_1192	assumed_protein_coding	MM_RS05865	MM_RS05865	assumed_protein_coding	NC_003901.1	-	ATG	1330847-1331770
unassigned_transcript_1193_1331763_1332809_1047	annotated	unassigned_transcript_1193	assumed_protein_coding	MM_RS05870	MM_RS05870	assumed_protein_coding	NC_003901.1	-	ATG	1331763-1332809
unassigned_transcript_1195_1334459_1334737_279	annotated	unassigned_transcript_1195	assumed_protein_coding	MM_RS05885	MM_RS05885	assumed_protein_coding	NC_003901.1	-	ATG	1334459-1334737
unassigned_transcript_1196_1334983_1336263_1281	annotated	unassigned_transcript_1196	assumed_protein_coding	MM_RS05890	MM_RS05890	assumed_protein_coding	NC_003901.1	+	ATG	1334983-1336263
unassigned_transcript_1198_1337476_1338423_948	annotated	unassigned_transcript_1198	assumed_protein_coding	MM_RS05900	MM_RS05900	assumed_protein_coding	NC_003901.1	+	ATG	1337476-1338423
unassigned_transcript_1199_1338697_1340169_1473	annotated	unassigned_transcript_1199	assumed_protein_coding	MM_RS05905	MM_RS05905	assumed_protein_coding	NC_003901.1	-	ATG	1338697-1340169
unassigned_transcript_1200_1340818_1344138_3321	annotated	unassigned_transcript_1200	assumed_protein_coding	MM_RS05910	MM_RS05910	assumed_protein_coding	NC_003901.1	-	ATG	1340818-1344138
unassigned_transcript_1201_1344904_1346085_1182	annotated	unassigned_transcript_1201	assumed_protein_coding	MM_RS05915	MM_RS05915	assumed_protein_coding	NC_003901.1	-	ATG	1344904-1346085
unassigned_transcript_1202_1346281_1347483_1203	annotated	unassigned_transcript_1202	assumed_protein_coding	MM_RS05920	MM_RS05920	assumed_protein_coding	NC_003901.1	+	ATG	1346281-1347483
unassigned_transcript_1203_1348068_1349084_1017	annotated	unassigned_transcript_1203	assumed_protein_coding	MM_RS05925	MM_RS05925	assumed_protein_coding	NC_003901.1	-	ATG	1348068-1349084
unassigned_transcript_1204_1349109_1350005_897	annotated	unassigned_transcript_1204	assumed_protein_coding	MM_RS05930	MM_RS05930	assumed_protein_coding	NC_003901.1	-	ATG	1349109-1350005
unassigned_transcript_1205_1350918_1351850_933	annotated	unassigned_transcript_1205	assumed_protein_coding	MM_RS05935	MM_RS05935	assumed_protein_coding	NC_003901.1	+	ATG	1350918-1351850
unassigned_transcript_1206_1351948_1353084_1137	annotated	unassigned_transcript_1206	assumed_protein_coding	MM_RS05940	MM_RS05940	assumed_protein_coding	NC_003901.1	+	ATG	1351948-1353084
unassigned_transcript_1207_1353245_1354399_1155	annotated	unassigned_transcript_1207	assumed_protein_coding	MM_RS05945	MM_RS05945	assumed_protein_coding	NC_003901.1	+	ATG	1353245-1354399
unassigned_transcript_1208_1355385_1358615_3231	annotated	unassigned_transcript_1208	assumed_protein_coding	MM_RS05950	MM_RS05950	assumed_protein_coding	NC_003901.1	+	ATG	1355385-1358615
unassigned_transcript_1210_1358733_1360337_1605	annotated	unassigned_transcript_1210	assumed_protein_coding	MM_RS05955	MM_RS05955	assumed_protein_coding	NC_003901.1	-	ATG	1358733-1360337
unassigned_transcript_1211_1360798_1362714_1917	annotated	unassigned_transcript_1211	assumed_protein_coding	MM_RS05960	MM_RS05960	assumed_protein_coding	NC_003901.1	-	ATG	1360798-1362714
unassigned_transcript_1212_1363149_1364042_894	annotated	unassigned_transcript_1212	assumed_protein_coding	MM_RS05965	MM_RS05965	assumed_protein_coding	NC_003901.1	-	ATG	1363149-1364042
unassigned_transcript_1213_1364946_1365827_882	annotated	unassigned_transcript_1213	assumed_protein_coding	MM_RS05970	MM_RS05970	assumed_protein_coding	NC_003901.1	+	ATG	1364946-1365827
unassigned_transcript_1214_1365833_1366687_855	annotated	unassigned_transcript_1214	assumed_protein_coding	MM_RS05975	MM_RS05975	assumed_protein_coding	NC_003901.1	+	ATG	1365833-1366687
unassigned_transcript_1215_1367006_1367200_195	annotated	unassigned_transcript_1215	assumed_protein_coding	MM_RS17760	MM_RS17760	assumed_protein_coding	NC_003901.1	-	ATG	1367006-1367200
unassigned_transcript_1216_1368204_1368869_666	annotated	unassigned_transcript_1216	assumed_protein_coding	MM_RS05980	MM_RS05980	assumed_protein_coding	NC_003901.1	+	ATG	1368204-1368869
unassigned_transcript_1217_1368934_1370013_1080	annotated	unassigned_transcript_1217	assumed_protein_coding	MM_RS05985	MM_RS05985	assumed_protein_coding	NC_003901.1	+	ATG	1368934-1370013
unassigned_transcript_1219_1371096_1372520_1425	annotated	unassigned_transcript_1219	assumed_protein_coding	MM_RS05995	MM_RS05995	assumed_protein_coding	NC_003901.1	+	ATG	1371096-1372520
unassigned_transcript_1220_1372578_1373621_1044	annotated	unassigned_transcript_1220	assumed_protein_coding	MM_RS06000	MM_RS06000	assumed_protein_coding	NC_003901.1	+	ATG	1372578-1373621
unassigned_transcript_1221_1374221_1375726_1506	annotated	unassigned_transcript_1221	assumed_protein_coding	MM_RS06005	MM_RS06005	assumed_protein_coding	NC_003901.1	+	ATG	1374221-1375726
unassigned_transcript_1224_1379079_1379777_699	annotated	unassigned_transcript_1224	assumed_protein_coding	MM_RS06020	MM_RS06020	assumed_protein_coding	NC_003901.1	-	ATG	1379079-1379777
unassigned_transcript_1225_1380226_1380666_441	annotated	unassigned_transcript_1225	assumed_protein_coding	MM_RS06025	MM_RS06025	assumed_protein_coding	NC_003901.1	+	ATG	1380226-1380666
unassigned_transcript_1226_1380666_1381085_420	annotated	unassigned_transcript_1226	assumed_protein_coding	MM_RS06030	MM_RS06030	assumed_protein_coding	NC_003901.1	+	ATG	1380666-1381085
unassigned_transcript_1227_1381249_1382250_1002	annotated	unassigned_transcript_1227	assumed_protein_coding	MM_RS06035	MM_RS06035	assumed_protein_coding	NC_003901.1	-	ATG	1381249-1382250
unassigned_transcript_1228_1382825_1382983_159	annotated	unassigned_transcript_1228	assumed_protein_coding	MM_RS18335	MM_RS18335	assumed_protein_coding	NC_003901.1	+	ATG	1382825-1382983
unassigned_transcript_1229_1383102_1383407_306	annotated	unassigned_transcript_1229	assumed_protein_coding	MM_RS06040	MM_RS06040	assumed_protein_coding	NC_003901.1	+	ATG	1383102-1383407
unassigned_transcript_1230_1383407_1383763_357	annotated	unassigned_transcript_1230	assumed_protein_coding	MM_RS06045	MM_RS06045	assumed_protein_coding	NC_003901.1	+	ATG	1383407-1383763
unassigned_transcript_1232_1385394_1385942_549	annotated	unassigned_transcript_1232	assumed_protein_coding	MM_RS06055	MM_RS06055	assumed_protein_coding	NC_003901.1	+	ATG	1385394-1385942
unassigned_transcript_1234_1387096_1387902_807	annotated	unassigned_transcript_1234	assumed_protein_coding	MM_RS06065	MM_RS06065	assumed_protein_coding	NC_003901.1	+	ATG	1387096-1387902
unassigned_transcript_1235_1387902_1388183_282	annotated	unassigned_transcript_1235	assumed_protein_coding	MM_RS06070	MM_RS06070	assumed_protein_coding	NC_003901.1	+	ATG	1387902-1388183
unassigned_transcript_1236_1388406_1389470_1065	annotated	unassigned_transcript_1236	assumed_protein_coding	MM_RS06075	MM_RS06075	assumed_protein_coding	NC_003901.1	+	ATG	1388406-1389470
unassigned_transcript_1237_1389509_1390543_1035	annotated	unassigned_transcript_1237	assumed_protein_coding	MM_RS06080	MM_RS06080	assumed_protein_coding	NC_003901.1	+	ATG	1389509-1390543
unassigned_transcript_1239_1392104_1392607_504	annotated	unassigned_transcript_1239	assumed_protein_coding	MM_RS17475	MM_RS17475	assumed_protein_coding	NC_003901.1	-	ATG	1392104-1392607
unassigned_transcript_1241_1394924_1396561_1638	annotated	unassigned_transcript_1241	assumed_protein_coding	MM_RS06100	MM_RS06100	assumed_protein_coding	NC_003901.1	-	ATG	1394924-1396561
unassigned_transcript_1242_1396571_1397635_1065	annotated	unassigned_transcript_1242	assumed_protein_coding	MM_RS06105	MM_RS06105	assumed_protein_coding	NC_003901.1	-	ATG	1396571-1397635
unassigned_transcript_1243_1397652_1398824_1173	annotated	unassigned_transcript_1243	assumed_protein_coding	MM_RS18340	MM_RS18340	assumed_protein_coding	NC_003901.1	-	ATG	1397652-1398824
unassigned_transcript_1244_1398829_1400079_1251	annotated	unassigned_transcript_1244	assumed_protein_coding	MM_RS06115	MM_RS06115	assumed_protein_coding	NC_003901.1	-	ATG	1398829-1400079
unassigned_transcript_1245_1400106_1402259_2154	annotated	unassigned_transcript_1245	assumed_protein_coding	MM_RS06120	MM_RS06120	assumed_protein_coding	NC_003901.1	-	ATG	1400106-1402259
unassigned_transcript_1248_1405015_1405986_972	annotated	unassigned_transcript_1248	assumed_protein_coding	MM_RS06135	MM_RS06135	assumed_protein_coding	NC_003901.1	-	ATG	1405015-1405986
unassigned_transcript_1249_1406216_1407181_966	annotated	unassigned_transcript_1249	assumed_protein_coding	MM_RS06140	MM_RS06140	assumed_protein_coding	NC_003901.1	-	ATG	1406216-1407181
unassigned_transcript_1250_1408105_1408989_885	annotated	unassigned_transcript_1250	assumed_protein_coding	MM_RS06145	MM_RS06145	assumed_protein_coding	NC_003901.1	+	ATG	1408105-1408989
unassigned_transcript_1252_1411167_1411427_261	annotated	unassigned_transcript_1252	assumed_protein_coding	MM_RS17770	MM_RS17770	assumed_protein_coding	NC_003901.1	-	ATG	1411167-1411427
unassigned_transcript_1254_1412038_1412175_138	annotated	unassigned_transcript_1254	assumed_protein_coding	MM_RS18795	MM_RS18795	assumed_protein_coding	NC_003901.1	+	ATG	1412038-1412175
unassigned_transcript_1255_1412743_1413003_261	annotated	unassigned_transcript_1255	assumed_protein_coding	MM_RS06155	MM_RS06155	assumed_protein_coding	NC_003901.1	-	ATG	1412743-1413003
unassigned_transcript_1258_1416590_1416817_228	annotated	unassigned_transcript_1258	assumed_protein_coding	MM_RS06170	MM_RS06170	assumed_protein_coding	NC_003901.1	-	ATG	1416590-1416817
unassigned_transcript_1259_1416813_1418420_1608	annotated	unassigned_transcript_1259	assumed_protein_coding	MM_RS06175	MM_RS06175	assumed_protein_coding	NC_003901.1	-	ATG	1416813-1418420
unassigned_transcript_1260_1418446_1419207_762	annotated	unassigned_transcript_1260	assumed_protein_coding	MM_RS06180	MM_RS06180	assumed_protein_coding	NC_003901.1	-	ATG	1418446-1419207
unassigned_transcript_1261_1419752_1420636_885	annotated	unassigned_transcript_1261	assumed_protein_coding	MM_RS06185	MM_RS06185	assumed_protein_coding	NC_003901.1	+	ATG	1419752-1420636
unassigned_transcript_1262_1420642_1421514_873	annotated	unassigned_transcript_1262	assumed_protein_coding	MM_RS06190	MM_RS06190	assumed_protein_coding	NC_003901.1	+	ATG	1420642-1421514
unassigned_transcript_1263_1421611_1422465_855	annotated	unassigned_transcript_1263	assumed_protein_coding	MM_RS06195	MM_RS06195	assumed_protein_coding	NC_003901.1	+	ATG	1421611-1422465
unassigned_transcript_1264_1422584_1423345_762	annotated	unassigned_transcript_1264	assumed_protein_coding	MM_RS06200	MM_RS06200	assumed_protein_coding	NC_003901.1	+	ATG	1422584-1423345
unassigned_transcript_1265_1423727_1425028_1302	annotated	unassigned_transcript_1265	assumed_protein_coding	MM_RS06205	MM_RS06205	assumed_protein_coding	NC_003901.1	-	ATG	1423727-1425028
unassigned_transcript_1266_1425436_1425774_339	annotated	unassigned_transcript_1266	assumed_protein_coding	MM_RS06210	MM_RS06210	assumed_protein_coding	NC_003901.1	+	ATG	1425436-1425774
unassigned_transcript_1267_1426124_1426315_192	annotated	unassigned_transcript_1267	assumed_protein_coding	MM_RS06215	MM_RS06215	assumed_protein_coding	NC_003901.1	+	ATG	1426124-1426315
unassigned_transcript_1268_1426372_1427244_873	annotated	unassigned_transcript_1268	assumed_protein_coding	MM_RS06220	MM_RS06220	assumed_protein_coding	NC_003901.1	+	ATG	1426372-1427244
unassigned_transcript_1269_1427244_1428032_789	annotated	unassigned_transcript_1269	assumed_protein_coding	MM_RS06225	MM_RS06225	assumed_protein_coding	NC_003901.1	+	ATG	1427244-1428032
unassigned_transcript_1270_1428366_1428737_372	annotated	unassigned_transcript_1270	assumed_protein_coding	MM_RS06230	MM_RS06230	assumed_protein_coding	NC_003901.1	-	ATG	1428366-1428737
unassigned_transcript_1271_1429466_1429918_453	annotated	unassigned_transcript_1271	assumed_protein_coding	MM_RS06235	MM_RS06235	assumed_protein_coding	NC_003901.1	+	ATG	1429466-1429918
unassigned_transcript_1272_1429957_1430673_717	annotated	unassigned_transcript_1272	assumed_protein_coding	MM_RS06240	MM_RS06240	assumed_protein_coding	NC_003901.1	+	ATG	1429957-1430673
unassigned_transcript_1274_1431291_1431914_624	annotated	unassigned_transcript_1274	assumed_protein_coding	MM_RS06250	MM_RS06250	assumed_protein_coding	NC_003901.1	+	ATG	1431291-1431914
unassigned_transcript_1275_1431914_1432543_630	annotated	unassigned_transcript_1275	assumed_protein_coding	MM_RS06255	MM_RS06255	assumed_protein_coding	NC_003901.1	+	ATG	1431914-1432543
unassigned_transcript_1277_1433164_1433880_717	annotated	unassigned_transcript_1277	assumed_protein_coding	MM_RS06265	MM_RS06265	assumed_protein_coding	NC_003901.1	+	ATG	1433164-1433880
unassigned_transcript_1278_1433992_1434459_468	annotated	unassigned_transcript_1278	assumed_protein_coding	MM_RS06270	MM_RS06270	assumed_protein_coding	NC_003901.1	-	ATG	1433992-1434459
unassigned_transcript_1279_1434750_1435217_468	annotated	unassigned_transcript_1279	assumed_protein_coding	MM_RS06275	MM_RS06275	assumed_protein_coding	NC_003901.1	-	ATG	1434750-1435217
unassigned_transcript_1280_1435217_1436140_924	annotated	unassigned_transcript_1280	assumed_protein_coding	MM_RS06280	MM_RS06280	assumed_protein_coding	NC_003901.1	-	ATG	1435217-1436140
unassigned_transcript_1281_1436247_1436723_477	annotated	unassigned_transcript_1281	assumed_protein_coding	MM_RS06285	MM_RS06285	assumed_protein_coding	NC_003901.1	-	ATG	1436247-1436723
unassigned_transcript_1284_1439476_1442163_2688	annotated	unassigned_transcript_1284	assumed_protein_coding	MM_RS06300	MM_RS06300	assumed_protein_coding	NC_003901.1	-	ATG	1439476-1442163
unassigned_transcript_1285_1442401_1442571_171	annotated	unassigned_transcript_1285	assumed_protein_coding	MM_RS18800	MM_RS18800	assumed_protein_coding	NC_003901.1	+	ATG	1442401-1442571
unassigned_transcript_1286_1443646_1444560_915	annotated	unassigned_transcript_1286	assumed_protein_coding	MM_RS06305	MM_RS06305	assumed_protein_coding	NC_003901.1	+	ATG	1443646-1444560
unassigned_transcript_1287_1444746_1445783_1038	annotated	unassigned_transcript_1287	assumed_protein_coding	MM_RS06310	MM_RS06310	assumed_protein_coding	NC_003901.1	+	ATG	1444746-1445783
unassigned_transcript_1288_1446198_1447073_876	annotated	unassigned_transcript_1288	assumed_protein_coding	MM_RS06315	MM_RS06315	assumed_protein_coding	NC_003901.1	-	ATG	1446198-1447073
unassigned_transcript_1289_1447304_1447585_282	annotated	unassigned_transcript_1289	assumed_protein_coding	MM_RS06320	MM_RS06320	assumed_protein_coding	NC_003901.1	-	ATG	1447304-1447585
unassigned_transcript_1290_1447990_1448943_954	annotated	unassigned_transcript_1290	assumed_protein_coding	MM_RS06325	MM_RS06325	assumed_protein_coding	NC_003901.1	+	ATG	1447990-1448943
unassigned_transcript_1291_1449203_1449526_324	annotated	unassigned_transcript_1291	assumed_protein_coding	MM_RS06330	MM_RS06330	assumed_protein_coding	NC_003901.1	+	ATG	1449203-1449526
unassigned_transcript_1292_1449677_1451107_1431	annotated	unassigned_transcript_1292	assumed_protein_coding	MM_RS06335	MM_RS06335	assumed_protein_coding	NC_003901.1	-	ATG	1449677-1451107
unassigned_transcript_1293_1451901_1453061_1161	annotated	unassigned_transcript_1293	assumed_protein_coding	MM_RS06340	MM_RS06340	assumed_protein_coding	NC_003901.1	+	ATG	1451901-1453061
unassigned_transcript_1294_1453229_1453507_279	annotated	unassigned_transcript_1294	assumed_protein_coding	MM_RS06345	MM_RS06345	assumed_protein_coding	NC_003901.1	+	ATG	1453229-1453507
unassigned_transcript_1295_1453523_1454947_1425	annotated	unassigned_transcript_1295	assumed_protein_coding	MM_RS06350	MM_RS06350	assumed_protein_coding	NC_003901.1	+	ATG	1453523-1454947
